split,sample,source_image_id,source_file_name,sample_key,source_category,instruction,shapes,manual_check_required
train,train__002__-poor_housekeeping-53-_jpg.rf.ca0c79eff04cb42acba8e4be16b8dbb8__poor_housekeeping,115,002__-poor_housekeeping-53-_jpg.rf.ca0c79eff04cb42acba8e4be16b8dbb8.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,3,False
train,train__002__-equipment_proximity-282-_jpg.rf.69258e380d522cd782d908ca912234aa__equipment_proximity,116,002__-equipment_proximity-282-_jpg.rf.69258e380d522cd782d908ca912234aa.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,1,False
train,train__004__IMG_20241113_162008_jpg.rf.00ce0535589fc86d009395f124b1e084__safe,118,004__IMG_20241113_162008_jpg.rf.00ce0535589fc86d009395f124b1e084.jpg,safe,safe,标出现场处于安全状态的目标。,1,False
train,train__002__-guardrail_missing-93-_jpg.rf.539b72d6369ac77f6b9f05a14c3cf7b0__guardrail_missing,119,002__-guardrail_missing-93-_jpg.rf.539b72d6369ac77f6b9f05a14c3cf7b0.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,19,False
train,train__002__-opening_unprotected-79-_JPG.rf.09993692149aa0731ddb2dac90d05dca__opening_unprotected,120,002__-opening_unprotected-79-_JPG.rf.09993692149aa0731ddb2dac90d05dca.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,8,False
train,train__004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220__unsafe,121,004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,1,False
train,train__002__-opening_unprotected-77-_jpg.rf.a8c8362a3d6e85d79efcfbd3ee028cc9__opening_unprotected,123,002__-opening_unprotected-77-_jpg.rf.a8c8362a3d6e85d79efcfbd3ee028cc9.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-helmet_missing-191-_JPG.rf.88c297583782cc1f1750611a30c3e7c8__helmet_missing,124,002__-helmet_missing-191-_JPG.rf.88c297583782cc1f1750611a30c3e7c8.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,3,False
train,train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__unsafe,125,004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,3,False
train,train__004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2__no_jacket,125,004__IMG20241113161450_jpg.rf.78eb9f914923bee793cd3f06ba23c1e2.jpg,no_jacket,no jacket,圈出没有穿反光衣或安全背心的作业人员。,1,False
train,train__004__IMG20241113161630_jpg.rf.7db1ab99040ac23215d7c41df84c2286__no_helmet,126,004__IMG20241113161630_jpg.rf.7db1ab99040ac23215d7c41df84c2286.jpg,no_helmet,no helmet,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-poor_housekeeping-14-_jpg.rf.15254efdf461296b0a23a8bc4d229673__poor_housekeeping,127,002__-poor_housekeeping-14-_jpg.rf.15254efdf461296b0a23a8bc4d229673.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,2,False
train,train__004__IMG_20241113_161954176_jpg.rf.6aaf4869cf674952c6c2996290efd30a__safe,128,004__IMG_20241113_161954176_jpg.rf.6aaf4869cf674952c6c2996290efd30a.jpg,safe,safe,圈出图中被标注为安全状态的作业人员或区域。,1,False
train,train__002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a__equipment_proximity,129,002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,44,False
train,train__002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b__guardrail_missing,130,002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__004__IMG20241113161923_jpg.rf.c577d931e607678be806d0611da4f883__unsafe,131,004__IMG20241113161923_jpg.rf.c577d931e607678be806d0611da4f883.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,1,False
train,train__002__-opening_unprotected-52-_jpg.rf.1c5cbc2268eb278f9ebcbfd78577f8d9__opening_unprotected,132,002__-opening_unprotected-52-_jpg.rf.1c5cbc2268eb278f9ebcbfd78577f8d9.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,2,False
train,train__004__IMG_20241113_162108419_jpg.rf.bda1bfadd007071a4b22e0591f389549__no_jacket,137,004__IMG_20241113_162108419_jpg.rf.bda1bfadd007071a4b22e0591f389549.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,1,False
train,train__004__IMG_20241113_161932427_jpg.rf.523ff195f52c6b8ed441dd697af27a1e__no_helmet,138,004__IMG_20241113_161932427_jpg.rf.523ff195f52c6b8ed441dd697af27a1e.jpg,no_helmet,no helmet,把没有做好头部防护、未戴安全帽的人分割出来。,3,False
train,train__004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca__unsafe,140,004__IMG_20241113_162006_jpg.rf.0245503d5a96016ecc4cc563c995ccca.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,84,False
train,train__004__IMG_20241113_162031_jpg.rf.96116ea8273ae284ac47994c2d6663fb__no_jacket,141,004__IMG_20241113_162031_jpg.rf.96116ea8273ae284ac47994c2d6663fb.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,1,False
train,train__002__-opening_unprotected-60-_jpg.rf.90280737c01261212bcedd852723785e__opening_unprotected,144,002__-opening_unprotected-60-_jpg.rf.90280737c01261212bcedd852723785e.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__002__-helmet_missing-25-_jpg.rf.0f8d393ca7517bf9c5187c37610aaea5__helmet_missing,145,002__-helmet_missing-25-_jpg.rf.0f8d393ca7517bf9c5187c37610aaea5.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,1,False
train,train__004__IMG20241113162000_jpg.rf.6e7d6d12a6d558d00c88e3679faaea2b__no_helmet,146,004__IMG20241113162000_jpg.rf.6e7d6d12a6d558d00c88e3679faaea2b.jpg,no_helmet,no helmet,圈出图中没有佩戴安全帽的工人。,1,False
train,train__002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0__poor_housekeeping,148,002__-poor_housekeeping-92-_jpg.rf.32b739003b272111d1d2427c37d187b0.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,37,False
train,train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__no_jacket,150,004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3.jpg,no_jacket,no jacket,现场哪些人员没有穿安全背心?请分割出来。,7,False
train,train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__unsafe,150,004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,9,False
train,train__002__-opening_unprotected-57-_jpg.rf.b12e014b735fa336ee34fecc7d3aac2a__opening_unprotected,152,002__-opening_unprotected-57-_jpg.rf.b12e014b735fa336ee34fecc7d3aac2a.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__004__IMG_20241113_161512_jpg.rf.06e252bab82bc4966bdd983ba1e4f58d__no_helmet,153,004__IMG_20241113_161512_jpg.rf.06e252bab82bc4966bdd983ba1e4f58d.jpg,no_helmet,no helmet,圈出图中没有佩戴安全帽的工人。,1,False
train,train__004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66__unsafe,154,004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66.jpg,unsafe,unsafe,标出现场存在不安全状态的目标。,6,False
train,train__002__-poor_housekeeping-71-_jpg.rf.df72ecd5fca9c03c297f42ad9ec9db09__poor_housekeeping,155,002__-poor_housekeeping-71-_jpg.rf.df72ecd5fca9c03c297f42ad9ec9db09.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,20,False
train,train__004__IMG_20241113_162206759_jpg.rf.4d4d39d0ed23e6d41f35f3889f4cd143__unsafe,160,004__IMG_20241113_162206759_jpg.rf.4d4d39d0ed23e6d41f35f3889f4cd143.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,3,False
train,train__002__-poor_housekeeping-12-_jpg.rf.dff421509f68b2ad8151716cc494caf7__poor_housekeeping,161,002__-poor_housekeeping-12-_jpg.rf.dff421509f68b2ad8151716cc494caf7.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,11,False
train,train__004__IMG20241113161305_jpg.rf.4cd419d0f852fe63300e6e2b20cd5c8b__no_helmet,162,004__IMG20241113161305_jpg.rf.4cd419d0f852fe63300e6e2b20cd5c8b.jpg,no_helmet,no helmet,圈出图中没有佩戴安全帽的工人。,12,False
train,train__002__-helmet_missing-254-_JPG.rf.e6aff300c9362f304ce280b9706433a1__helmet_missing,164,002__-helmet_missing-254-_JPG.rf.e6aff300c9362f304ce280b9706433a1.jpg,helmet_missing,helmet_missing,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,1,False
train,train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_helmet,166,004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5.jpg,no_helmet,no helmet,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_jacket,166,004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5.jpg,no_jacket,no jacket,圈出没有穿反光衣或安全背心的作业人员。,1,False
train,train__002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92__guardrail_missing,167,002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,18,False
train,train__004__IMG_20241113_161652_jpg.rf.33c4473e1449626b183fc825a14e3c85__no_jacket,168,004__IMG_20241113_161652_jpg.rf.33c4473e1449626b183fc825a14e3c85.jpg,no_jacket,no jacket,标出未按要求穿戴反光背心的工人。,2,False
train,train__004__IMG_20241113_161652_jpg.rf.33c4473e1449626b183fc825a14e3c85__no_helmet,168,004__IMG_20241113_161652_jpg.rf.33c4473e1449626b183fc825a14e3c85.jpg,no_helmet,no helmet,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__004__IMG_20241113_162220181_jpg.rf.e074398cdff3f0bf0ae4a0f18d8d39cd__no_jacket,170,004__IMG_20241113_162220181_jpg.rf.e074398cdff3f0bf0ae4a0f18d8d39cd.jpg,no_jacket,no jacket,现场哪些人员没有穿安全背心?请分割出来。,3,False
train,train__004__IMG_20241113_162220181_jpg.rf.e074398cdff3f0bf0ae4a0f18d8d39cd__no_helmet,170,004__IMG_20241113_162220181_jpg.rf.e074398cdff3f0bf0ae4a0f18d8d39cd.jpg,no_helmet,no helmet,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-poor_housekeeping-121-_JPG.rf.497ec3b92a2ac0599a266ed663b347d9__poor_housekeeping,171,002__-poor_housekeeping-121-_JPG.rf.497ec3b92a2ac0599a266ed663b347d9.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,67,False
train,train__002__-opening_unprotected-75-_jpg.rf.29509b864e3b2f6bdcfea96717a4a08d__opening_unprotected,173,002__-opening_unprotected-75-_jpg.rf.29509b864e3b2f6bdcfea96717a4a08d.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,2,False
train,train__002__-opening_unprotected-31-_jpg.rf.b6a4372fe32b7123de2c6abca3191f75__opening_unprotected,176,002__-opening_unprotected-31-_jpg.rf.b6a4372fe32b7123de2c6abca3191f75.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,3,False
train,train__002__-equipment_proximity-99-_JPG.rf.4715fac6a5c01f0967aab6accf9a03ce__equipment_proximity,178,002__-equipment_proximity-99-_JPG.rf.4715fac6a5c01f0967aab6accf9a03ce.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,9,False
train,train__004__IMG_20241113_162105746_jpg.rf.46de81759a42a03056fb36b84c5378d3__no_jacket,179,004__IMG_20241113_162105746_jpg.rf.46de81759a42a03056fb36b84c5378d3.jpg,no_jacket,no jacket,圈出没有穿反光衣或安全背心的作业人员。,2,False
train,train__002__-guardrail_missing-138-_jpg.rf.b6b2dc18f84d3245e247f5487e5107f8__guardrail_missing,181,002__-guardrail_missing-138-_jpg.rf.b6b2dc18f84d3245e247f5487e5107f8.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,9,False
train,train__004__IMG20241113161858_jpg.rf.7e1ab9b72bbd65bb9d161ee10ee1f893__unsafe,182,004__IMG20241113161858_jpg.rf.7e1ab9b72bbd65bb9d161ee10ee1f893.jpg,unsafe,unsafe,标出现场存在不安全状态的目标。,11,False
train,train__002__-helmet_missing-187-_JPG.rf.a98dabc27af39e2d83be86e0853f3dae__helmet_missing,183,002__-helmet_missing-187-_JPG.rf.a98dabc27af39e2d83be86e0853f3dae.jpg,helmet_missing,helmet_missing,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,3,False
train,train__004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1__unsafe,184,004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,8,False
train,train__002__-helmet_missing-77-_JPG.rf.3426f143b50fb2d82a68a71b18e48eda__helmet_missing,185,002__-helmet_missing-77-_JPG.rf.3426f143b50fb2d82a68a71b18e48eda.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,5,False
train,train__004__IMG20241113161201_jpg.rf.21f60581ee2e270dd51935c47c70f763__no_jacket,186,004__IMG20241113161201_jpg.rf.21f60581ee2e270dd51935c47c70f763.jpg,no_jacket,no jacket,标出未按要求穿戴反光背心的工人。,1,False
train,train__002__-poor_housekeeping-25-_jpg.rf.f2093706471a4475ae34be0b01777123__poor_housekeeping,187,002__-poor_housekeeping-25-_jpg.rf.f2093706471a4475ae34be0b01777123.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,47,False
train,train__002__-equipment_proximity-65-_jpg.rf.8446947c6c0bc7e15341b983d473d367__equipment_proximity,188,002__-equipment_proximity-65-_jpg.rf.8446947c6c0bc7e15341b983d473d367.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,11,False
train,train__002__-guardrail_missing-2-_jpg.rf.f1c5f537c755dad9a76c6b5b5f2dc828__guardrail_missing,189,002__-guardrail_missing-2-_jpg.rf.f1c5f537c755dad9a76c6b5b5f2dc828.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,23,False
train,train__002__-opening_unprotected-88-_JPG.rf.ad1ab148ccb069e506588bc3f30319f4__opening_unprotected,191,002__-opening_unprotected-88-_JPG.rf.ad1ab148ccb069e506588bc3f30319f4.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-opening_unprotected-55-_jpg.rf.e9b36e50b2fdce02a1bf9a386a29da52__opening_unprotected,192,002__-opening_unprotected-55-_jpg.rf.e9b36e50b2fdce02a1bf9a386a29da52.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,32,False
train,train__004__IMG20241113161227_jpg.rf.fb479937d3ffa5cd2260ce77d27baef5__no_jacket,194,004__IMG20241113161227_jpg.rf.fb479937d3ffa5cd2260ce77d27baef5.jpg,no_jacket,no jacket,标出未按要求穿戴反光背心的工人。,1,False
train,train__002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738__poor_housekeeping,196,002__-poor_housekeeping-83-_JPG.rf.df011ac7ae1c193ebaa5721495d0a738.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,59,False
train,train__004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85__unsafe,198,004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,3,False
train,train__002__-guardrail_missing-38-_JPG.rf.abb7609d63087131cb85c745ebe74e1c__guardrail_missing,199,002__-guardrail_missing-38-_JPG.rf.abb7609d63087131cb85c745ebe74e1c.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__002__-guardrail_missing-38-_JPG.rf.abb7609d63087131cb85c745ebe74e1c__harness_missing,199,002__-guardrail_missing-38-_JPG.rf.abb7609d63087131cb85c745ebe74e1c.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,1,False
train,train__004__IMG_20241113_162017155_jpg.rf.edbffa8fe05f910790a77bc84c9fc37e__no_jacket,200,004__IMG_20241113_162017155_jpg.rf.edbffa8fe05f910790a77bc84c9fc37e.jpg,no_jacket,no jacket,现场哪些人员没有穿安全背心?请分割出来。,1,False
train,train__004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26__unsafe,201,004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,14,False
train,train__002__-guardrail_missing-34-_JPG.rf.edb4caf860c7e9b0b010d74b42cc16ee__guardrail_missing,202,002__-guardrail_missing-34-_JPG.rf.edb4caf860c7e9b0b010d74b42cc16ee.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__002__-helmet_missing-261-_JPG.rf.c064b1102cfecb912a110e8421e1dc87__helmet_missing,204,002__-helmet_missing-261-_JPG.rf.c064b1102cfecb912a110e8421e1dc87.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,5,False
train,train__002__-harness_missing-65-_JPG.rf.45347e62e75b4985743c2a332d8f842e__harness_missing,205,002__-harness_missing-65-_JPG.rf.45347e62e75b4985743c2a332d8f842e.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,12,False
train,train__002__-poor_housekeeping-77-_jpg.rf.c64edd0a4119143b3e5c3f8743f30782__poor_housekeeping,206,002__-poor_housekeeping-77-_jpg.rf.c64edd0a4119143b3e5c3f8743f30782.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,15,False
train,train__002__-poor_housekeeping-86-_JPG.rf.bf94bfc07e7955a5dbc32410c731b283__poor_housekeeping,208,002__-poor_housekeeping-86-_JPG.rf.bf94bfc07e7955a5dbc32410c731b283.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,3,False
train,train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__no_jacket,210,004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,1,False
train,train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__unsafe,210,004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493.jpg,unsafe,unsafe,请分割图中存在安全风险的目标区域。,1,False
train,train__002__-opening_unprotected-19-_jpg.rf.7cb0ec2b026da18068d9c25042734d90__opening_unprotected,211,002__-opening_unprotected-19-_jpg.rf.7cb0ec2b026da18068d9c25042734d90.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__004__IMG_20241113_162102905_HDR_jpg.rf.64ad25fe42b7932bec19570696c682bf__no_jacket,212,004__IMG_20241113_162102905_HDR_jpg.rf.64ad25fe42b7932bec19570696c682bf.jpg,no_jacket,no jacket,把缺少反光衣防护的作业人员分割出来。,1,False
train,train__002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b__guardrail_missing,215,002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,9,False
train,train__002__-opening_unprotected-101-_jpg.rf.801b0119f8ff1a702a4c9ac31ecf3ae5__opening_unprotected,216,002__-opening_unprotected-101-_jpg.rf.801b0119f8ff1a702a4c9ac31ecf3ae5.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,7,False
train,train__004__IMG20241113161603_jpg.rf.b4dc0d88d84f4fdf7db8b55b9e3369a2__unsafe,217,004__IMG20241113161603_jpg.rf.b4dc0d88d84f4fdf7db8b55b9e3369a2.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,1,False
train,train__004__IMG20241113161054_jpg.rf.9cc7e23b54c8b4bfe36c051bc1e101be__no_jacket,220,004__IMG20241113161054_jpg.rf.9cc7e23b54c8b4bfe36c051bc1e101be.jpg,no_jacket,no jacket,标出未按要求穿戴反光背心的工人。,2,False
train,train__002__-equipment_proximity-23-_JPG.rf.c5cef6fd210899244e38686c3a7d2b90__equipment_proximity,221,002__-equipment_proximity-23-_JPG.rf.c5cef6fd210899244e38686c3a7d2b90.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,3,False
train,train__002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec__guardrail_missing,222,002__-guardrail_missing-25-_jpg.rf.0625757114f719dee63096cf5d36c6ec.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,11,False
train,train__004__IMG_20241113_162031032_jpg.rf.f73f9f705251f4e2714691fa53b9ee3e__no_jacket,225,004__IMG_20241113_162031032_jpg.rf.f73f9f705251f4e2714691fa53b9ee3e.jpg,no_jacket,no jacket,圈出没有穿反光衣或安全背心的作业人员。,1,False
train,train__002__-opening_unprotected-78-_jpg.rf.d6029939e9e47dafb285b5abb29effcf__opening_unprotected,226,002__-opening_unprotected-78-_jpg.rf.d6029939e9e47dafb285b5abb29effcf.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,6,False
train,train__002__-helmet_missing-234-_jpg.rf.5acc68d0671e721137f6b1b3a3ef8aae__helmet_missing,227,002__-helmet_missing-234-_jpg.rf.5acc68d0671e721137f6b1b3a3ef8aae.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__004__IMG_20241113_161824773_jpg.rf.e9c4cabaa7dcdf0b43089f0be5f2fb6f__unsafe,229,004__IMG_20241113_161824773_jpg.rf.e9c4cabaa7dcdf0b43089f0be5f2fb6f.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,2,False
train,train__002__-poor_housekeeping-89-_JPG.rf.3338f6e25144e1b372aac8a40ff5768f__poor_housekeeping,230,002__-poor_housekeeping-89-_JPG.rf.3338f6e25144e1b372aac8a40ff5768f.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,1,False
train,train__002__-guardrail_missing-6-_jpg.rf.2587b0652740722f74570e0a864216c0__guardrail_missing,231,002__-guardrail_missing-6-_jpg.rf.2587b0652740722f74570e0a864216c0.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,4,False
train,train__004__IMG20241113161240_jpg.rf.11c85ebc1c80dc6de77a6b0524cfbd3c__unsafe,233,004__IMG20241113161240_jpg.rf.11c85ebc1c80dc6de77a6b0524cfbd3c.jpg,unsafe,unsafe,圈出图中被标注为不安全状态的作业人员或区域。,4,False
train,train__002__-equipment_proximity-184-_jpg.rf.b37da60872d701b4a5f9ee453c0b2988__equipment_proximity,234,002__-equipment_proximity-184-_jpg.rf.b37da60872d701b4a5f9ee453c0b2988.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,2,False
train,train__004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c__no_jacket,235,004__IMG_20241113_161737_jpg.rf.0cc8ef9be7bd640c3607f7c54c5db45c.jpg,no_jacket,no jacket,圈出没有穿反光衣或安全背心的作业人员。,2,False
train,train__002__-poor_housekeeping-131-_jpg.rf.58dc772c166f69b545d3acb9eb15d201__poor_housekeeping,236,002__-poor_housekeeping-131-_jpg.rf.58dc772c166f69b545d3acb9eb15d201.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,11,False
train,train__002__-opening_unprotected-93-_JPG.rf.88dfbb5c2e6c523cfd3ee35de74e3e08__opening_unprotected,238,002__-opening_unprotected-93-_JPG.rf.88dfbb5c2e6c523cfd3ee35de74e3e08.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,1,False
train,train__002__-harness_missing-171-_JPG.rf.aede40875bcd912f2fde8382a36244f9__harness_missing,239,002__-harness_missing-171-_JPG.rf.aede40875bcd912f2fde8382a36244f9.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,6,False
train,train__002__-opening_unprotected-27-_jpg.rf.c3cdf849842413979d0813a38383bf47__opening_unprotected,242,002__-opening_unprotected-27-_jpg.rf.c3cdf849842413979d0813a38383bf47.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,6,False
train,train__002__-poor_housekeeping-76-_jpg.rf.3eea708eb2a99d5ded617ec1edaba5f8__poor_housekeeping,243,002__-poor_housekeeping-76-_jpg.rf.3eea708eb2a99d5ded617ec1edaba5f8.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,1,False
train,train__004__IMG20241113162044_jpg.rf.a4c40378bf92a3fc542cbfe70ac46418__unsafe,245,004__IMG20241113162044_jpg.rf.a4c40378bf92a3fc542cbfe70ac46418.jpg,unsafe,unsafe,标出现场存在不安全状态的目标。,1,False
train,train__004__IMG_20241113_162035193_jpg.rf.a9ea31c371f2e1a16c3f79932b5c0281__no_jacket,247,004__IMG_20241113_162035193_jpg.rf.a9ea31c371f2e1a16c3f79932b5c0281.jpg,no_jacket,no jacket,标出未按要求穿戴反光背心的工人。,1,False
train,train__002__-poor_housekeeping-78-_JPG.rf.6d8b57f3fc0bfd79f67c5481adf864f2__poor_housekeeping,248,002__-poor_housekeeping-78-_JPG.rf.6d8b57f3fc0bfd79f67c5481adf864f2.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,6,False
