sample_index,mask_index,image,prompt,is_sentence,iou,dice,precision,recall,intersection,union,pred_area,target_area,valid_area,false_positive_area,false_negative_area,pred_mask_path,visualization_path,visualization_label_path
344,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049__unsafe.jpg,标出现场存在不安全状态的目标。,True,0.0,0.0,0.0,0.0,0,66331,0,66331,409600,0,66331,exp/runs/lisa13b-local-train/outputs/pred_masks/00344_train__004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00344_train__004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00344_train__004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049__unsafe_mask0.txt
351,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161342_jpg.rf.50f4f2452e3a75644e9f0a3a10a3a815__no_jacket.jpg,标出未按要求穿戴反光背心的工人。,True,0.0,0.0,0.0,0.0,0,75390,64954,10436,409600,64954,10436,exp/runs/lisa13b-local-train/outputs/pred_masks/00351_train__004__IMG_20241113_161342_jpg.rf.50f4f2452e3a75644e9f0a3a10a3a815__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00351_train__004__IMG_20241113_161342_jpg.rf.50f4f2452e3a75644e9f0a3a10a3a815__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00351_train__004__IMG_20241113_161342_jpg.rf.50f4f2452e3a75644e9f0a3a10a3a815__no_jacket_mask0.txt
354,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__unsafe.jpg,标出现场存在不安全状态的目标。,True,0.0,0.0,0.0,0.0,0,83438,41893,41545,409600,41893,41545,exp/runs/lisa13b-local-train/outputs/pred_masks/00354_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00354_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00354_train__004__IMG_20241113_161357_jpg.rf.decad51e74f9ee3b80b04b56d3447a98__unsafe_mask0.txt
357,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161403_jpg.rf.85f3f2a315e13fe0a267363215e044ab__unsafe.jpg,圈出图中被标注为不安全状态的作业人员或区域。,True,0.0,0.0,0.0,0.0,0,80871,39496,41375,409600,39496,41375,exp/runs/lisa13b-local-train/outputs/pred_masks/00357_train__004__IMG_20241113_161403_jpg.rf.85f3f2a315e13fe0a267363215e044ab__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00357_train__004__IMG_20241113_161403_jpg.rf.85f3f2a315e13fe0a267363215e044ab__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00357_train__004__IMG_20241113_161403_jpg.rf.85f3f2a315e13fe0a267363215e044ab__unsafe_mask0.txt
359,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e__unsafe.jpg,标出现场存在不安全状态的目标。,True,0.0,0.0,0.0,0.0,0,81073,0,81073,409600,0,81073,exp/runs/lisa13b-local-train/outputs/pred_masks/00359_train__004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00359_train__004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00359_train__004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e__unsafe_mask0.txt
361,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,54175,191,53984,409600,191,53984,exp/runs/lisa13b-local-train/outputs/pred_masks/00361_train__004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00361_train__004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00361_train__004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d__unsafe_mask0.txt
362,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66__unsafe.jpg,标出现场存在不安全状态的目标。,True,0.0,0.0,0.0,0.0,0,96094,0,96094,409600,0,96094,exp/runs/lisa13b-local-train/outputs/pred_masks/00362_train__004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00362_train__004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00362_train__004__IMG_20241113_161439_jpg.rf.1b8cf2976a3ee28661c66336cc51bf66__unsafe_mask0.txt
363,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,123810,54365,69445,409600,54365,69445,exp/runs/lisa13b-local-train/outputs/pred_masks/00363_train__004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00363_train__004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00363_train__004__IMG_20241113_161443_jpg.rf.709ae5ff6b2cffc1b27bf24d715e9c85__unsafe_mask0.txt
366,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,27230,0,27230,409600,0,27230,exp/runs/lisa13b-local-train/outputs/pred_masks/00366_train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00366_train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00366_train__004__IMG_20241113_161502207_jpg.rf.44e2413eb040d7263b814bb749e7b3a3__unsafe_mask0.txt
371,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,33561,23,33538,409600,23,33538,exp/runs/lisa13b-local-train/outputs/pred_masks/00371_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00371_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00371_train__004__IMG_20241113_161636_jpg.rf.cd6214ba6b6c2808404cf4b841254493__unsafe_mask0.txt
381,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,53993,6527,47466,409600,6527,47466,exp/runs/lisa13b-local-train/outputs/pred_masks/00381_train__004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00381_train__004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00381_train__004__IMG_20241113_161826288_jpg.rf.d150342a08ba2342445ff53f65c823f6__unsafe_mask0.txt
384,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161938460_jpg.rf.e230b0f5fefe8dd784209ff21196fab7__unsafe.jpg,标出现场存在不安全状态的目标。,True,0.0,0.0,0.0,0.0,0,44497,76,44421,409600,76,44421,exp/runs/lisa13b-local-train/outputs/pred_masks/00384_train__004__IMG_20241113_161938460_jpg.rf.e230b0f5fefe8dd784209ff21196fab7__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00384_train__004__IMG_20241113_161938460_jpg.rf.e230b0f5fefe8dd784209ff21196fab7__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00384_train__004__IMG_20241113_161938460_jpg.rf.e230b0f5fefe8dd784209ff21196fab7__unsafe_mask0.txt
397,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0,0.0,0.0,0.0,0,66313,82,66231,409600,82,66231,exp/runs/lisa13b-local-train/outputs/pred_masks/00397_train__004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00397_train__004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00397_train__004__IMG_20241113_162036_jpg.rf.9b554e1ec411a82b8c8d46998e72d220__unsafe_mask0.txt
413,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162223582_jpg.rf.9fdd9b8a1bcc51b601a058bf7a518723__no_jacket.jpg,标出未按要求穿戴反光背心的工人。,True,0.0,0.0,0.0,0.0,0,64440,38703,25737,409600,38703,25737,exp/runs/lisa13b-local-train/outputs/pred_masks/00413_train__004__IMG_20241113_162223582_jpg.rf.9fdd9b8a1bcc51b601a058bf7a518723__no_jacket_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00413_train__004__IMG_20241113_162223582_jpg.rf.9fdd9b8a1bcc51b601a058bf7a518723__no_jacket_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00413_train__004__IMG_20241113_162223582_jpg.rf.9fdd9b8a1bcc51b601a058bf7a518723__no_jacket_mask0.txt
59,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b__guardrail_missing.jpg,把缺少栏杆防护、存在坠落风险的部位分割出来。,True,1.6217443482209466e-05,3.243436096200315e-05,2.0316531561731782e-05,8.037293039704228e-05,1,61662,49221,12442,262144,49220,12441,exp/runs/lisa13b-local-train/outputs/pred_masks/00059_train__002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00059_train__002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00059_train__002__-guardrail_missing-130-_jpg.rf.0578ead62a687be2c2f992012ad5203b__guardrail_missing_mask0.txt
60,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496__guardrail_missing.jpg,把缺少栏杆防护、存在坠落风险的部位分割出来。,True,2.9333685337557384e-05,5.866564979540355e-05,5.777841976021956e-05,5.958055290753098e-05,2,68181,34615,33568,262144,34613,33566,exp/runs/lisa13b-local-train/outputs/pred_masks/00060_train__002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00060_train__002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00060_train__002__-guardrail_missing-131-_jpg.rf.5ea014268c1025501ec752055d442496__guardrail_missing_mask0.txt
15,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a__equipment_proximity.jpg,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,True,3.0353159005023448e-05,6.070447543745163e-05,8.6333419666753e-05,4.6808809417932456e-05,2,65891,23166,42727,262144,23164,42725,exp/runs/lisa13b-local-train/outputs/pred_masks/00015_train__002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00015_train__002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00015_train__002__-equipment_proximity-175-_jpg.rf.8995d77fc1b04412ec01267b898c4b6a__equipment_proximity_mask0.txt
0,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a__equipment_proximity.jpg,标出人员或设备距离过近、存在碰撞风险的区域。,True,3.0988534242330335e-05,6.197514796566576e-05,0.0014970059880239522,3.164256557921716e-05,1,32270,668,31603,262144,667,31602,exp/runs/lisa13b-local-train/outputs/pred_masks/00000_train__002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00000_train__002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00000_train__002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a__equipment_proximity_mask0.txt
306,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113160506_jpg.rf.5d0a96a25a92a7955f38a3d9c5667012__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,3.108776074859328e-05,6.217358865953743e-05,0.00024342745861733204,3.563791874554526e-05,4,128668,16432,112240,409600,16428,112236,exp/runs/lisa13b-local-train/outputs/pred_masks/00306_train__004__IMG20241113160506_jpg.rf.5d0a96a25a92a7955f38a3d9c5667012__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00306_train__004__IMG20241113160506_jpg.rf.5d0a96a25a92a7955f38a3d9c5667012__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00306_train__004__IMG20241113160506_jpg.rf.5d0a96a25a92a7955f38a3d9c5667012__unsafe_mask0.txt
321,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,3.684268698979458e-05,7.368265931243553e-05,6.670097002267833e-05,8.229678572268334e-05,7,189997,104946,85058,409600,104939,85051,exp/runs/lisa13b-local-train/outputs/pred_masks/00321_train__004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00321_train__004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00321_train__004__IMG20241113161239_jpg.rf.bb9b7abc0a016164bb529f4bc04d9b26__unsafe_mask0.txt
348,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a__unsafe.jpg,圈出图中被标注为不安全状态的作业人员或区域。,True,4.2113538098714134e-05,8.422352924662052e-05,4.890932211679546e-05,0.000302999697000303,3,71236,61338,9901,409600,61335,9898,exp/runs/lisa13b-local-train/outputs/pred_masks/00348_train__004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00348_train__004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00348_train__004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a__unsafe_mask0.txt
175,0,./dataset/reason_seg/ReasonSeg/train/train__002__-opening_unprotected-103-_jpg.rf.459f6d7be1f9f15587eb61785fccdd70__opening_unprotected.jpg,标出存在洞口未防护隐患的位置。,True,4.81736177182566e-05,9.634259426520708e-05,4.983430094934343e-05,0.001443522194153735,4,83033,80266,2771,262144,80262,2767,exp/runs/lisa13b-local-train/outputs/pred_masks/00175_train__002__-opening_unprotected-103-_jpg.rf.459f6d7be1f9f15587eb61785fccdd70__opening_unprotected_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00175_train__002__-opening_unprotected-103-_jpg.rf.459f6d7be1f9f15587eb61785fccdd70__opening_unprotected_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00175_train__002__-opening_unprotected-103-_jpg.rf.459f6d7be1f9f15587eb61785fccdd70__opening_unprotected_mask0.txt
52,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c__guardrail_missing.jpg,指出没有设置防护栏杆的临边区域。,True,5.4523397352889056e-05,0.00010904084942821704,0.0001897353192296746,7.650377737400784e-05,4,73363,21082,52285,262144,21078,52281,exp/runs/lisa13b-local-train/outputs/pred_masks/00052_train__002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00052_train__002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00052_train__002__-guardrail_missing-107-_jpg.rf.114e6cd964bf96de8b4e82ac35638e0c__guardrail_missing_mask0.txt
68,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92__guardrail_missing.jpg,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,True,0.00010233319688907081,0.00020464545175483476,0.0002335575485799701,0.00018210292457296865,5,48860,21408,27457,262144,21403,27452,exp/runs/lisa13b-local-train/outputs/pred_masks/00068_train__002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00068_train__002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00068_train__002__-guardrail_missing-20-_jpg.rf.9a8c4623f9dc6c34855b91ee3bc25b92__guardrail_missing_mask0.txt
42,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2__equipment_proximity.jpg,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,True,0.00011348161597821153,0.00022693747872461136,0.000154659902873581,0.0004260395364689843,5,44060,32329,11736,262144,32324,11731,exp/runs/lisa13b-local-train/outputs/pred_masks/00042_train__002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00042_train__002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00042_train__002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2__equipment_proximity_mask0.txt
248,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6__poor_housekeeping.jpg,圈出施工现场杂乱、可能影响通行安全的位置。,True,0.00013704379405743848,0.0002740500312588317,0.0002057454414525628,0.00041024589113099663,16,116751,77766,39001,262144,77750,38985,exp/runs/lisa13b-local-train/outputs/pred_masks/00248_train__002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00248_train__002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00248_train__002__-poor_housekeeping-112-_jpg.rf.d469f0893116285367e7ef64413dbae6__poor_housekeeping_mask0.txt
284,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-81-_JPG.rf.43169a1915cfb3f669915b980e27fee2__poor_housekeeping.jpg,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,True,0.0001410607770433661,0.00028208176341399527,0.0010621348911311736,0.0001626375158281154,14,99248,13181,86081,262144,13167,86067,exp/runs/lisa13b-local-train/outputs/pred_masks/00284_train__002__-poor_housekeeping-81-_JPG.rf.43169a1915cfb3f669915b980e27fee2__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00284_train__002__-poor_housekeeping-81-_JPG.rf.43169a1915cfb3f669915b980e27fee2__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00284_train__002__-poor_housekeeping-81-_JPG.rf.43169a1915cfb3f669915b980e27fee2__poor_housekeeping_mask0.txt
65,0,./dataset/reason_seg/ReasonSeg/train/train__002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b__guardrail_missing.jpg,把缺少栏杆防护、存在坠落风险的部位分割出来。,True,0.00024095740408556666,0.00048179871520342613,0.0008893280632411067,0.0003303964757709251,9,37351,10120,27240,262144,10111,27231,exp/runs/lisa13b-local-train/outputs/pred_masks/00065_train__002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b__guardrail_missing_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00065_train__002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b__guardrail_missing_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00065_train__002__-guardrail_missing-143-_jpg.rf.d3644b56c6450263dad6ace66ad8ac4b__guardrail_missing_mask0.txt
44,0,./dataset/reason_seg/ReasonSeg/train/train__002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0__equipment_proximity.jpg,标出人员或设备距离过近、存在碰撞风险的区域。,True,0.0002527057566371362,0.0005052838251429231,0.000293029252691683,0.0018330365559861737,35,138501,119442,19094,262144,119407,19059,exp/runs/lisa13b-local-train/outputs/pred_masks/00044_train__002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0__equipment_proximity_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00044_train__002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0__equipment_proximity_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00044_train__002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0__equipment_proximity_mask0.txt
414,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1__unsafe.jpg,圈出图中被标注为不安全状态的作业人员或区域。,True,0.00043089161418627777,0.0008614120531424974,1.0,0.00043089161418627777,39,90510,39,90510,409600,0,90471,exp/runs/lisa13b-local-train/outputs/pred_masks/00414_train__004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00414_train__004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00414_train__004__IMG_20241113_162403_jpg.rf.27137262911a50bd481b73596a2c40f1__unsafe_mask0.txt
374,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_helmet.jpg,标出未按规定佩戴安全帽的作业人员。,True,0.00043619038032445854,0.0008720004024617243,0.0009505703422053232,0.0008054273411604349,26,59607,27352,32281,409600,27326,32255,exp/runs/lisa13b-local-train/outputs/pred_masks/00374_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_helmet_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00374_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_helmet_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00374_train__004__IMG_20241113_161654_jpg.rf.a34aaccc74aadae4cca594e0c87472d5__no_helmet_mask0.txt
349,0,./dataset/reason_seg/ReasonSeg/train/train__004__IMG20241113162159_jpg.rf.ec599e01d4aa7b392b14cc1ef6ce4987__unsafe.jpg,请分割图中存在安全风险的目标区域。,True,0.0006811841008732201,0.0013614408099124479,0.004099254284592909,0.0008162698205943139,94,137995,22931,115158,409600,22837,115064,exp/runs/lisa13b-local-train/outputs/pred_masks/00349_train__004__IMG20241113162159_jpg.rf.ec599e01d4aa7b392b14cc1ef6ce4987__unsafe_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00349_train__004__IMG20241113162159_jpg.rf.ec599e01d4aa7b392b14cc1ef6ce4987__unsafe_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00349_train__004__IMG20241113162159_jpg.rf.ec599e01d4aa7b392b14cc1ef6ce4987__unsafe_mask0.txt
256,0,./dataset/reason_seg/ReasonSeg/train/train__002__-poor_housekeeping-124-_jpg.rf.945fed69343cdffeb603d99db60fea71__poor_housekeeping.jpg,圈出施工现场杂乱、可能影响通行安全的位置。,True,0.0007260045324395109,0.001450955664490233,0.0007405459276894967,0.035654781739420195,107,147382,144488,3001,262144,144381,2894,exp/runs/lisa13b-local-train/outputs/pred_masks/00256_train__002__-poor_housekeeping-124-_jpg.rf.945fed69343cdffeb603d99db60fea71__poor_housekeeping_mask0.png,exp/runs/lisa13b-local-train/outputs/visualizations/00256_train__002__-poor_housekeeping-124-_jpg.rf.945fed69343cdffeb603d99db60fea71__poor_housekeeping_mask0.jpg,exp/runs/lisa13b-local-train/outputs/visualizations/00256_train__002__-poor_housekeeping-124-_jpg.rf.945fed69343cdffeb603d99db60fea71__poor_housekeeping_mask0.txt
